Machine_ID,Hydraulic_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(?C),Spindle_Bearing_Temperature(?C),Downtime
Makino-L1-Unit1-2013,157.47,26.4,45.7,34.1,Machine_Failure
Makino-L3-Unit1-2015,121.86,25.6,48.7,40.6,Machine_Failure
Makino-L1-Unit1-2013,57.55,24.4,47.7,33.8,Machine_Failure
Makino-L2-Unit1-2015,85.21,25.1,53.4,40,Machine_Failure
Makino-L1-Unit1-2013,81.99,25.3,46.3,33.4,Machine_Failure
Makino-L2-Unit1-2015,147.33,7.9,44.8,31.8,Machine_Failure
Makino-L3-Unit1-2015,81.31,16.4,43.5,29.5,Machine_Failure
Makino-L2-Unit1-2015,63.27,17.9,46.6,31.8,Machine_Failure
Makino-L3-Unit1-2015,121.4628944,27,52.1,37.4,No_Machine_Failure
Makino-L3-Unit1-2015,106.8854351,26.1,48.4,32.6,No_Machine_Failure
Makino-L3-Unit1-2015,132.6708886,25.9,49.9,38.3,No_Machine_Failure
Makino-L1-Unit1-2013,132.2346113,27,47.1,37.6,No_Machine_Failure
Makino-L3-Unit1-2015,99.00520698,26,46.5,30.2,No_Machine_Failure
Makino-L2-Unit1-2015,121.9205468,25.9,52.4,36.5,No_Machine_Failure
Makino-L2-Unit1-2015,138.6278299,26,45.4,35.2,No_Machine_Failure
Makino-L2-Unit1-2015,147.3277629,26,50.9,37.4,No_Machine_Failure
Makino-L1-Unit1-2013,119.0332457,26.4,48.5,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,92.8557399,21.1,40.5,33.5,No_Machine_Failure
Makino-L1-Unit1-2013,73.35,17.3,45.3,34,Machine_Failure
Makino-L1-Unit1-2013,73.5721609,21.3,43.9,34,No_Machine_Failure
Makino-L1-Unit1-2013,92.8557399,21.1,38.7,35.1,No_Machine_Failure
Makino-L2-Unit1-2015,66.56,20.9,52.4,31.9,Machine_Failure
Makino-L2-Unit1-2015,61.06,8.7,40.1,37.2,Machine_Failure
Makino-L3-Unit1-2015,84.24,25.8,43.8,42.4,Machine_Failure
Makino-L2-Unit1-2015,89.38,12.7,49.6,37.6,Machine_Failure
Makino-L2-Unit1-2015,72.82,30.3,51.7,28,Machine_Failure
Makino-L1-Unit1-2013,63.88,29.8,41,40.9,Machine_Failure
Makino-L1-Unit1-2013,69.03,6.4,52.2,37.2,Machine_Failure
Makino-L2-Unit1-2015,83.54,15.1,47.6,32.2,Machine_Failure
Makino-L1-Unit1-2013,80.79,11.6,48.7,32.6,Machine_Failure
Makino-L1-Unit1-2013,82.57,24.8,44.8,36.5,Machine_Failure
Makino-L2-Unit1-2015,99.14,20.8,46.3,29.4,Machine_Failure
Makino-L2-Unit1-2015,99.1,11.5,46.5,28.2,Machine_Failure
Makino-L3-Unit1-2015,66.65,32.6,46.8,33.9,Machine_Failure
Makino-L1-Unit1-2013,55.41,10.7,47.7,40.4,Machine_Failure
Makino-L3-Unit1-2015,123.0601724,12.2,55.4,31.4,No_Machine_Failure
Makino-L1-Unit1-2013,128.1923523,10.6,50.3,29,No_Machine_Failure
Makino-L1-Unit1-2013,89.4587468,7.4,45.8,26.6,No_Machine_Failure
Makino-L3-Unit1-2015,116.8911523,10.6,47,37.2,No_Machine_Failure
Makino-L1-Unit1-2013,60.9,4.1,46,38,Machine_Failure
Makino-L2-Unit1-2015,56.25,24.4,52.3,33.3,Machine_Failure
Makino-L2-Unit1-2015,78.54,16.3,49,34.1,Machine_Failure
Makino-L1-Unit1-2013,108.0211553,5.7,45.2,35.9,No_Machine_Failure
Makino-L2-Unit1-2015,78.63,9.7,46.2,41.9,Machine_Failure
Makino-L1-Unit1-2013,127.5917705,9.9,46.7,38.4,No_Machine_Failure
Makino-L2-Unit1-2015,53.44,4.1,51.6,35.7,Machine_Failure
Makino-L1-Unit1-2013,92.8557399,22.2,55.1,35.2,No_Machine_Failure
Makino-L3-Unit1-2015,71.5,25.8,45.3,38.1,Machine_Failure
Makino-L3-Unit1-2015,71.3,13.4,48.5,36.4,Machine_Failure
Makino-L2-Unit1-2015,111.6774308,22.2,48.9,33.4,No_Machine_Failure
Makino-L2-Unit1-2015,125.4184659,12.2,47.2,38.6,No_Machine_Failure
Makino-L1-Unit1-2013,88.27913423,6.8,48.3,33.3,No_Machine_Failure
Makino-L3-Unit1-2015,85.01,19.7,45.4,34.3,Machine_Failure
Makino-L1-Unit1-2013,92.17,10.5,47.5,41.4,Machine_Failure
Makino-L2-Unit1-2015,52.5,16.9,50.9,34.6,Machine_Failure
Makino-L2-Unit1-2015,52.45,13.3,47.8,32.8,Machine_Failure
Makino-L1-Unit1-2013,52.7,22.3,48.8,33.2,Machine_Failure
Makino-L1-Unit1-2013,63.44,24.8,50.2,36.5,Machine_Failure
Makino-L1-Unit1-2013,54.25,23.4,46.9,34.7,Machine_Failure
Makino-L2-Unit1-2015,83.38,11.4,49.1,30.9,Machine_Failure
Makino-L2-Unit1-2015,128.5369544,11.9,50.6,36.8,No_Machine_Failure
Makino-L1-Unit1-2013,90.21,8.6,41.8,41.2,Machine_Failure
Makino-L1-Unit1-2013,82.9688079,11.9,44.1,37.9,No_Machine_Failure
Makino-L2-Unit1-2015,90.74,18.4,40,38.1,Machine_Failure
Makino-L3-Unit1-2015,88.27913423,11.9,40,34.7,No_Machine_Failure
Makino-L1-Unit1-2013,89.4587468,12.2,44.1,37.9,No_Machine_Failure
Makino-L3-Unit1-2015,80.726488,5.7,43.4,37,No_Machine_Failure
Makino-L1-Unit1-2013,102.6560817,11.9,48.2,34.4,No_Machine_Failure
Makino-L1-Unit1-2013,161.6030136,12.2,48.1,33.2,No_Machine_Failure
Makino-L1-Unit1-2013,112.7801191,23.2,45.4,34.9,No_Machine_Failure
Makino-L2-Unit1-2015,179.8860999,23.7,52.9,32.3,No_Machine_Failure
Makino-L1-Unit1-2013,81.15,23.7,49.8,34.2,Machine_Failure
Makino-L1-Unit1-2013,119.8477193,24,50.2,28.5,No_Machine_Failure
Makino-L3-Unit1-2015,137.824445,24,45.2,35.6,No_Machine_Failure
Makino-L3-Unit1-2015,69.64,6,44.2,35.8,Machine_Failure
Makino-L3-Unit1-2015,76.27,32.6,55.4,32.5,Machine_Failure
Makino-L3-Unit1-2015,81.07,5,45.7,32.2,Machine_Failure
Makino-L2-Unit1-2015,127.0980237,24,47.2,32,No_Machine_Failure
Makino-L1-Unit1-2013,116.7581961,24.1,43.2,38.1,No_Machine_Failure
Makino-L2-Unit1-2015,97.97526988,24.1,54.5,34.2,No_Machine_Failure
Makino-L1-Unit1-2013,122.3685802,24,41.5,32.2,No_Machine_Failure
Makino-L2-Unit1-2015,117.2327648,24,49,34.2,No_Machine_Failure
Makino-L1-Unit1-2013,80.03,10.5,44.7,30.2,Machine_Failure
Makino-L3-Unit1-2015,157.47,8.8,49.9,39,Machine_Failure
Makino-L3-Unit1-2015,121.86,5.4,45.7,31.8,Machine_Failure
Makino-L2-Unit1-2015,61.96,6.8,47.6,36.5,Machine_Failure
Makino-L2-Unit1-2015,69.96,18,54.9,29.3,Machine_Failure
Makino-L3-Unit1-2015,154.25,26.9,49.1,33.9,Machine_Failure
Makino-L3-Unit1-2015,87.39,7.6,52.8,38.7,Machine_Failure
Makino-L1-Unit1-2013,82.44,9.4,50.5,41.3,Machine_Failure
Makino-L3-Unit1-2015,108.2543838,8.7,45.1,34.7,No_Machine_Failure
Makino-L1-Unit1-2013,88.27913423,8.7,44.7,33,No_Machine_Failure
Makino-L2-Unit1-2015,102.298433,9.9,48.8,33.6,No_Machine_Failure
Makino-L2-Unit1-2015,152.6768135,10.6,48.4,35.9,No_Machine_Failure
Makino-L1-Unit1-2013,161.4815861,4.5,40.6,35.9,No_Machine_Failure
Makino-L1-Unit1-2013,126.0566946,7.4,52.1,26.8,No_Machine_Failure
Makino-L3-Unit1-2015,103.9220002,12.2,47.9,41,No_Machine_Failure
Makino-L1-Unit1-2013,73.31,25.8,49.8,30.5,Machine_Failure
Makino-L3-Unit1-2015,89.4587468,9.9,47.3,31.6,No_Machine_Failure
Makino-L3-Unit1-2015,99.37,29.8,42.2,37,Machine_Failure
Makino-L1-Unit1-2013,113.957278,6.8,44,36.8,No_Machine_Failure
Makino-L2-Unit1-2015,72.11,13.4,53.7,31.4,Machine_Failure
Makino-L1-Unit1-2013,81.42,8.6,44,40.2,Machine_Failure
Makino-L2-Unit1-2015,76.19,26.7,48.9,34.4,Machine_Failure
Makino-L1-Unit1-2013,89.19,30.3,42.4,30.4,Machine_Failure
Makino-L1-Unit1-2013,83.93,21.8,47.2,29.2,Machine_Failure
Makino-L1-Unit1-2013,158.3537861,11.9,47.8,29.5,No_Machine_Failure
Makino-L3-Unit1-2015,56.13,30.3,43.5,30.4,Machine_Failure
Makino-L1-Unit1-2013,82.9688079,7.4,47,41,No_Machine_Failure
Makino-L2-Unit1-2015,73.6,28.7,46.1,34.9,Machine_Failure
Makino-L2-Unit1-2015,68.13,27,52.4,38.7,Machine_Failure
Makino-L1-Unit1-2013,90.08,26.4,48.9,40.4,Machine_Failure
Makino-L1-Unit1-2013,92.32,25.6,44.6,36.9,Machine_Failure
Makino-L3-Unit1-2015,83.29,24.4,45.2,30.1,Machine_Failure
Makino-L1-Unit1-2013,82.9688079,21.7,49.9,40.5,No_Machine_Failure
Makino-L2-Unit1-2015,89.4587468,12.2,48,33.3,No_Machine_Failure
Makino-L2-Unit1-2015,81.1382212,12.2,44.7,42.2,No_Machine_Failure
Makino-L3-Unit1-2015,88.27913423,11.9,48.5,41.1,No_Machine_Failure
Makino-L3-Unit1-2015,57.69,11.9,47,34.4,Machine_Failure
Makino-L3-Unit1-2015,97.36,6.8,51.9,33.4,Machine_Failure
Makino-L2-Unit1-2015,61.22,26.4,46.6,33,Machine_Failure
Makino-L2-Unit1-2015,136.2767989,4.5,52.5,34.1,No_Machine_Failure
Makino-L1-Unit1-2013,68.48,10.5,49.8,36.1,Machine_Failure
Makino-L3-Unit1-2015,176.2184501,22,45.1,37.3,No_Machine_Failure
Makino-L3-Unit1-2015,79.77016145,22,49.2,33.8,No_Machine_Failure
Makino-L1-Unit1-2013,145.830955,22,50.4,42.8,No_Machine_Failure
Makino-L2-Unit1-2015,115.1881928,22,51.1,29.9,No_Machine_Failure
Makino-L2-Unit1-2015,93.1,27,49.1,36.5,Machine_Failure
Makino-L1-Unit1-2013,129.0066664,22,39.8,37.1,No_Machine_Failure
Makino-L2-Unit1-2015,109.8086225,22,49.2,36.4,No_Machine_Failure
Makino-L1-Unit1-2013,146.6936138,22,53.3,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,120.22,30.3,45.1,35.8,Machine_Failure
Makino-L2-Unit1-2015,95.58,24.4,47.2,31.3,Machine_Failure
Makino-L1-Unit1-2013,90.32,9,41,37.6,Machine_Failure
Makino-L2-Unit1-2015,85.03,25.6,44.7,32,Machine_Failure
Makino-L3-Unit1-2015,52.48,29.8,45.2,37.3,Machine_Failure
Makino-L1-Unit1-2013,82.59,17.6,52.1,36.4,Machine_Failure
Makino-L1-Unit1-2013,66.26,28.7,44.7,34,Machine_Failure
Makino-L2-Unit1-2015,157.47,29.8,51.5,35.9,Machine_Failure
Makino-L1-Unit1-2013,117.7279734,23.1,45.1,33.9,No_Machine_Failure
Makino-L1-Unit1-2013,129.402992,23.3,44.9,35.8,No_Machine_Failure
Makino-L3-Unit1-2015,121.86,28.7,45.8,29.9,Machine_Failure
Makino-L1-Unit1-2013,108.6598408,23.1,48.7,38.4,No_Machine_Failure
Makino-L2-Unit1-2015,136.7823076,23.1,50.8,32.6,No_Machine_Failure
Makino-L1-Unit1-2013,95.3200449,10.6,43.4,27.4,No_Machine_Failure
Makino-L2-Unit1-2015,97.69619669,23.3,47.9,34.3,No_Machine_Failure
Makino-L1-Unit1-2013,119.2525675,6.8,50.4,34.5,No_Machine_Failure
Makino-L2-Unit1-2015,73.5721609,5.7,44.7,29.6,No_Machine_Failure
Makino-L2-Unit1-2015,92.8557399,4.5,46,37.1,No_Machine_Failure
Makino-L1-Unit1-2013,153.6720314,12.2,49.1,31.9,No_Machine_Failure
Makino-L2-Unit1-2015,151.7999853,11.9,51.8,33.5,No_Machine_Failure
Makino-L2-Unit1-2015,149.1430295,23.2,47.5,33.6,No_Machine_Failure
Makino-L3-Unit1-2015,51.39,4.2,45.5,31.1,Machine_Failure
Makino-L1-Unit1-2013,109.5271004,23.1,45,36.7,No_Machine_Failure
Makino-L2-Unit1-2015,52.98,4.8,36.2,33.9,Machine_Failure
Makino-L1-Unit1-2013,94.45,5.9,52.8,39.2,Machine_Failure
Makino-L3-Unit1-2015,65.97,10.3,53.5,40.8,Machine_Failure
Makino-L3-Unit1-2015,57.04,24.8,48.8,34.6,Machine_Failure
Makino-L3-Unit1-2015,67.58,26.9,46.2,33.6,Machine_Failure
Makino-L3-Unit1-2015,75.96,14,50,31.5,Machine_Failure
Makino-L3-Unit1-2015,52.88,8.1,52.9,33.3,Machine_Failure
Makino-L2-Unit1-2015,65.65,14.4,49.8,39.3,Machine_Failure
Makino-L1-Unit1-2013,68.04,7.3,49.2,37.9,Machine_Failure
Makino-L1-Unit1-2013,97.23,32.6,48.7,30.7,Machine_Failure
Makino-L2-Unit1-2015,75.91,10.2,43.3,41.6,Machine_Failure
Makino-L2-Unit1-2015,67.36,7.2,42.7,34.9,Machine_Failure
Makino-L2-Unit1-2015,52.37,12.2,46.7,37.9,Machine_Failure
Makino-L1-Unit1-2013,80.52,14.2,47.5,30.5,Machine_Failure
Makino-L2-Unit1-2015,126.8662934,23.2,46.3,37.8,No_Machine_Failure
Makino-L2-Unit1-2015,113.2980747,23.3,46.7,35.5,No_Machine_Failure
Makino-L2-Unit1-2015,158.9805602,23.3,53.8,38.2,No_Machine_Failure
Makino-L2-Unit1-2015,117.7161447,23.3,49.3,32.4,No_Machine_Failure
Makino-L3-Unit1-2015,141.7453102,27.3,47.8,32.9,No_Machine_Failure
Makino-L1-Unit1-2013,96.53615458,26.5,46.7,35.5,No_Machine_Failure
Makino-L1-Unit1-2013,95.71,29.8,52.7,31.8,Machine_Failure
Makino-L2-Unit1-2015,58.74,27,54.4,29.4,Machine_Failure
Makino-L2-Unit1-2015,56.25,26.4,48.1,38.7,Machine_Failure
Makino-L1-Unit1-2013,63.32,25.6,46.2,36.2,Machine_Failure
Makino-L2-Unit1-2015,76.99,24.4,45,31.3,Machine_Failure
Makino-L3-Unit1-2015,90.43,15.8,48.2,41,Machine_Failure
Makino-L2-Unit1-2015,95.75,12,49.2,29.7,Machine_Failure
Makino-L3-Unit1-2015,86.16146761,26.6,46.3,40.9,No_Machine_Failure
Makino-L3-Unit1-2015,99.26,27,45.2,32,Machine_Failure
Makino-L3-Unit1-2015,93.6316597,27.3,45.2,36.9,No_Machine_Failure
Makino-L2-Unit1-2015,110.9906079,27.4,49.2,30,No_Machine_Failure
Makino-L3-Unit1-2015,98.87490105,26.6,44.9,36.2,No_Machine_Failure
Makino-L3-Unit1-2015,116.882387,8.7,49.4,36.5,No_Machine_Failure
Makino-L2-Unit1-2015,,7.4,47,27.3,No_Machine_Failure
Makino-L3-Unit1-2015,129.7607557,9.9,50,34.2,No_Machine_Failure
Makino-L1-Unit1-2013,143.7350188,7.4,47.5,35.5,No_Machine_Failure
Makino-L1-Unit1-2013,84.81,30.3,47.5,36.2,Machine_Failure
Makino-L2-Unit1-2015,88.77,28.7,49.2,30,Machine_Failure
Makino-L1-Unit1-2013,88.34,10.4,49.7,32.3,Machine_Failure
Makino-L3-Unit1-2015,57.57,6.9,43.6,30.9,Machine_Failure
Makino-L2-Unit1-2015,15.32576081,21.2,51.2,27.4,No_Machine_Failure
Makino-L2-Unit1-2015,118.1161026,21.2,52.4,32.6,No_Machine_Failure
Makino-L3-Unit1-2015,75.25,5.5,48.2,42.5,Machine_Failure
Makino-L1-Unit1-2013,86.35,16.4,49.6,32,Machine_Failure
Makino-L1-Unit1-2013,55.01,16.1,50.3,35.7,Machine_Failure
Makino-L2-Unit1-2015,96.7869728,21.7,42.7,37.1,No_Machine_Failure
Makino-L2-Unit1-2015,143.638636,21.8,47.8,30.9,No_Machine_Failure
Makino-L1-Unit1-2013,92.39931468,5.7,45.6,38.3,No_Machine_Failure
Makino-L3-Unit1-2015,98.15279846,9.9,49.4,29.8,No_Machine_Failure
Makino-L1-Unit1-2013,116.7123544,12.2,52.6,38.1,No_Machine_Failure
Makino-L3-Unit1-2015,132.6752427,22.1,42.4,33.5,No_Machine_Failure
Makino-L1-Unit1-2013,52.58,5.5,51.1,31.2,Machine_Failure
Makino-L2-Unit1-2015,70.67,6.1,51.6,39,Machine_Failure
Makino-L2-Unit1-2015,95.09786656,22.2,50.4,33.7,No_Machine_Failure
Makino-L2-Unit1-2015,150.8125715,22.4,46.1,38,No_Machine_Failure
Makino-L3-Unit1-2015,125.1317107,22.4,42,35.9,No_Machine_Failure
Makino-L1-Unit1-2013,68.71,9.7,40.6,29.9,Machine_Failure
Makino-L1-Unit1-2013,91.88,26.5,50,32.3,Machine_Failure
Makino-L1-Unit1-2013,67.18,32.6,40.5,29.6,Machine_Failure
Makino-L3-Unit1-2015,99.7078156,22.4,41.5,34.5,No_Machine_Failure
Makino-L2-Unit1-2015,145.2626488,12.2,46.8,35.3,No_Machine_Failure
Makino-L3-Unit1-2015,114.6589068,4.5,47.7,35.9,No_Machine_Failure
Makino-L2-Unit1-2015,157.47,6,47.6,34.1,Machine_Failure
Makino-L2-Unit1-2015,121.86,10.2,43.6,37,Machine_Failure
Makino-L3-Unit1-2015,111.73,4.4,49,36.8,Machine_Failure
Makino-L2-Unit1-2015,92.8557399,22.4,43.5,38.4,No_Machine_Failure
Makino-L1-Unit1-2013,137.2708099,22.1,59.1,31.5,No_Machine_Failure
Makino-L1-Unit1-2013,140.2299863,23.6,52.4,33.7,No_Machine_Failure
Makino-L1-Unit1-2013,118.1754053,23.6,46,33.2,No_Machine_Failure
Makino-L2-Unit1-2015,113.4685759,10.6,44,33.1,No_Machine_Failure
Makino-L1-Unit1-2013,115.6530405,23.2,47.6,33.5,No_Machine_Failure
Makino-L3-Unit1-2015,106.7728987,23.2,44.9,38.1,No_Machine_Failure
Makino-L3-Unit1-2015,125.3743964,7.4,50.3,45.1,No_Machine_Failure
Makino-L1-Unit1-2013,126.678911,23.1,50.2,37.2,No_Machine_Failure
Makino-L1-Unit1-2013,71.02,24.4,46.4,34.4,Machine_Failure
Makino-L3-Unit1-2015,86.67,6.2,54.2,33.9,Machine_Failure
Makino-L3-Unit1-2015,99.97,25.8,47.1,39.2,Machine_Failure
Makino-L2-Unit1-2015,121.86,8.6,49.4,33.7,Machine_Failure
Makino-L3-Unit1-2015,157.47,9.9,46.5,34.5,Machine_Failure
Makino-L3-Unit1-2015,88.79,24.5,49.5,36.2,Machine_Failure
Makino-L3-Unit1-2015,66.92,6.8,45.3,33.1,Machine_Failure
Makino-L1-Unit1-2013,85.78,7.8,50.2,29.9,Machine_Failure
Makino-L3-Unit1-2015,69.95,13.6,42,36.9,Machine_Failure
Makino-L3-Unit1-2015,51.81,11.3,49.4,37.5,Machine_Failure
Makino-L2-Unit1-2015,51.68,24.9,50.1,29,Machine_Failure
Makino-L1-Unit1-2013,98.71,11.9,54.5,36.6,Machine_Failure
Makino-L2-Unit1-2015,67.4,25.6,49.2,33.5,Machine_Failure
Makino-L3-Unit1-2015,80.28,19.6,46.1,36.9,Machine_Failure
Makino-L1-Unit1-2013,59.25,7.3,43.8,30,Machine_Failure
Makino-L2-Unit1-2015,69.51,4.4,42.1,34,Machine_Failure
Makino-L1-Unit1-2013,50.16,12.7,47.9,40.2,Machine_Failure
Makino-L2-Unit1-2015,68.44,24.4,46.7,36.8,Machine_Failure
Makino-L1-Unit1-2013,64.43,25.6,41.1,41,Machine_Failure
Makino-L3-Unit1-2015,98.41,26.4,41.7,38.1,Machine_Failure
Makino-L3-Unit1-2015,81.64,27,50,35,Machine_Failure
Makino-L2-Unit1-2015,66.87,26.4,46,40.8,Machine_Failure
Makino-L3-Unit1-2015,67.44535332,23.1,47.2,28.4,No_Machine_Failure
Makino-L1-Unit1-2013,91.68,13.4,48.5,33,Machine_Failure
Makino-L2-Unit1-2015,153.915254,23.5,47.9,28.8,No_Machine_Failure
Makino-L2-Unit1-2015,137.9384274,23.4,42.6,33,No_Machine_Failure
Makino-L3-Unit1-2015,73.5721609,23.2,46.1,25.4,No_Machine_Failure
Makino-L3-Unit1-2015,133.8181941,23.2,44.6,33,No_Machine_Failure
Makino-L3-Unit1-2015,139.0671812,23.2,47.6,36.6,No_Machine_Failure
Makino-L1-Unit1-2013,75.02,7.8,43.7,41,Machine_Failure
Makino-L2-Unit1-2015,125.8967519,5.7,45.9,31.8,No_Machine_Failure
Makino-L2-Unit1-2015,168.6773314,26.7,56.3,34.2,No_Machine_Failure
Makino-L2-Unit1-2015,64.22,14.2,56.3,35.9,Machine_Failure
Makino-L3-Unit1-2015,92.8557399,26.7,53.3,31,No_Machine_Failure
Makino-L1-Unit1-2013,73.5721609,26.8,50.3,29.4,No_Machine_Failure
Makino-L1-Unit1-2013,99.78,30.3,45.4,37.7,Machine_Failure
Makino-L3-Unit1-2015,92.91,29.8,48,29.8,Machine_Failure
Makino-L3-Unit1-2015,65.85,24.4,50.2,26.8,Machine_Failure
Makino-L3-Unit1-2015,80.99,28.7,45.1,43.7,Machine_Failure
Makino-L3-Unit1-2015,118.3478684,26.5,48.1,33.8,No_Machine_Failure
Makino-L1-Unit1-2013,108.0142435,26.7,43.6,31.2,No_Machine_Failure
Makino-L3-Unit1-2015,97.22,30.3,47,33.8,Machine_Failure
Makino-L3-Unit1-2015,52.97,25.6,47,33.8,Machine_Failure
Makino-L3-Unit1-2015,138.9360721,26.8,48.4,33.9,No_Machine_Failure
Makino-L1-Unit1-2013,144.5126276,26.7,43.6,35.3,No_Machine_Failure
Makino-L2-Unit1-2015,134.4186466,6.8,47.8,31.8,No_Machine_Failure
Makino-L1-Unit1-2013,160.2277793,26.5,44.3,32.7,No_Machine_Failure
Makino-L1-Unit1-2013,114.8874421,26.8,52.2,35.5,No_Machine_Failure
Makino-L2-Unit1-2015,97.71,10.5,49.3,34.1,Machine_Failure
Makino-L1-Unit1-2013,134.8651757,26.7,49.8,41,No_Machine_Failure
Makino-L1-Unit1-2013,122.4945068,26.6,50.6,26.7,No_Machine_Failure
Makino-L1-Unit1-2013,121.0221924,26.5,47,37.1,No_Machine_Failure
Makino-L3-Unit1-2015,161.8512809,4.5,47.7,37.4,No_Machine_Failure
Makino-L1-Unit1-2013,63.76,26.7,44.5,41.8,Machine_Failure
Makino-L3-Unit1-2015,142.36,23.8,43.8,37.9,Machine_Failure
Makino-L2-Unit1-2015,80.27,7.2,52.6,39.8,Machine_Failure
Makino-L1-Unit1-2013,125.95,13.7,50.5,32.4,Machine_Failure
Makino-L2-Unit1-2015,67.96,29.8,45.1,37,Machine_Failure
Makino-L3-Unit1-2015,131.8074071,9.9,52.8,31.5,No_Machine_Failure
Makino-L1-Unit1-2013,147.724225,11.9,45.3,33.9,No_Machine_Failure
Makino-L1-Unit1-2013,134.54,13.7,49.9,34,Machine_Failure
Makino-L2-Unit1-2015,94.55,30.3,50.2,33.7,Machine_Failure
Makino-L2-Unit1-2015,158.6814561,8.7,53.7,36.3,No_Machine_Failure
Makino-L1-Unit1-2013,142.1077931,22.5,48.1,37.5,No_Machine_Failure
Makino-L2-Unit1-2015,57.72,25.6,40.6,36.8,Machine_Failure
Makino-L2-Unit1-2015,92.8557399,22.4,52,38.6,No_Machine_Failure
Makino-L2-Unit1-2015,91.34,29.8,52.5,37,Machine_Failure
Makino-L3-Unit1-2015,134.54,10.1,47.6,28.8,Machine_Failure
Makino-L2-Unit1-2015,144.361532,22.4,49.6,27.4,No_Machine_Failure
Makino-L2-Unit1-2015,122.23,15,50.9,38.9,Machine_Failure
Makino-L1-Unit1-2013,62.47,17.5,50.4,35.1,Machine_Failure
Makino-L1-Unit1-2013,117.8721911,11.9,49.3,29,No_Machine_Failure
Makino-L1-Unit1-2013,100.1127437,22.5,47.3,36.9,No_Machine_Failure
Makino-L1-Unit1-2013,137.37,15.8,52.3,35.1,Machine_Failure
Makino-L1-Unit1-2013,68.05,10.5,47.8,30.6,Machine_Failure
Makino-L2-Unit1-2015,66.59,24.4,46.4,35.6,Machine_Failure
Makino-L1-Unit1-2013,66.03,23.2,43.6,30.9,Machine_Failure
Makino-L1-Unit1-2013,142.36,5.5,47.7,31.6,Machine_Failure
Makino-L1-Unit1-2013,59.11,32.6,44.6,26.2,Machine_Failure
Makino-L3-Unit1-2015,76.6,27,49,38.7,Machine_Failure
Makino-L1-Unit1-2013,97.83,28.7,53,28.8,Machine_Failure
Makino-L3-Unit1-2015,94.29,28.7,48.3,32.5,Machine_Failure
Makino-L2-Unit1-2015,73.5721609,22.4,48.8,37.5,No_Machine_Failure
Makino-L2-Unit1-2015,85.73663046,22.5,40.4,22.6,No_Machine_Failure
Makino-L1-Unit1-2013,131.7906724,22.4,49.3,37.8,No_Machine_Failure
Makino-L1-Unit1-2013,60.62,28.7,56.3,33.7,Machine_Failure
Makino-L2-Unit1-2015,117.9924867,23.6,42.4,37.8,No_Machine_Failure
Makino-L2-Unit1-2015,191,22,52.4,39.5,Machine_Failure
Makino-L3-Unit1-2015,71.04,4.1,46.6,35.2,Machine_Failure
Makino-L2-Unit1-2015,135.8878344,23.6,48.2,31.3,No_Machine_Failure
Makino-L1-Unit1-2013,100.5871029,23.6,49,34,No_Machine_Failure
Makino-L1-Unit1-2013,61.73,24.5,40.6,40.2,Machine_Failure
Makino-L1-Unit1-2013,142.1419968,23.6,45.6,35,No_Machine_Failure
Makino-L3-Unit1-2015,92.21,7.9,49.6,28.6,Machine_Failure
Makino-L1-Unit1-2013,94.9,26.4,48.6,36.1,Machine_Failure
Makino-L1-Unit1-2013,67.75,29.8,50.1,34.8,Machine_Failure
Makino-L3-Unit1-2015,53.65,29.8,47.9,36.6,Machine_Failure
Makino-L1-Unit1-2013,63.28,30.3,47.7,34.7,Machine_Failure
Makino-L1-Unit1-2013,79.44,24.4,48.4,32.2,Machine_Failure
Makino-L1-Unit1-2013,82.22,26.4,46.5,31.6,Machine_Failure
Makino-L1-Unit1-2013,107.8447302,10.6,45.7,31,No_Machine_Failure
Makino-L1-Unit1-2013,118.3898282,8.7,48.2,36.6,No_Machine_Failure
Makino-L2-Unit1-2015,118.8172086,8.7,49.2,29.8,No_Machine_Failure
Makino-L3-Unit1-2015,163.8190482,12.2,52,33.5,No_Machine_Failure
Makino-L2-Unit1-2015,134.02,5.3,46.9,34.1,Machine_Failure
Makino-L3-Unit1-2015,135.93,7.1,51.6,40.3,Machine_Failure
Makino-L1-Unit1-2013,137.37,6.5,49.6,34.4,Machine_Failure
Makino-L1-Unit1-2013,50.6,9.5,52.1,38.6,Machine_Failure
Makino-L1-Unit1-2013,71.04,21.6,49.5,34,Machine_Failure
Makino-L1-Unit1-2013,108.9843092,23.6,46.6,37,No_Machine_Failure
Makino-L3-Unit1-2015,158.2772279,6.8,43.3,29.9,No_Machine_Failure
Makino-L1-Unit1-2013,69.34,26.4,45.3,35.7,Machine_Failure
Makino-L2-Unit1-2015,92.8557399,10.6,49.7,36,No_Machine_Failure
Makino-L1-Unit1-2013,73.5721609,11.9,48.6,32,No_Machine_Failure
Makino-L2-Unit1-2015,169.0821579,7.4,41.3,31.9,No_Machine_Failure
Makino-L1-Unit1-2013,110.4106652,4.5,45.9,28.1,No_Machine_Failure
Makino-L1-Unit1-2013,108.7701502,5.7,45.7,30,No_Machine_Failure
Makino-L1-Unit1-2013,152.0683604,6.8,48.9,34.6,No_Machine_Failure
Makino-L3-Unit1-2015,124.8127734,10.6,57.7,34.7,No_Machine_Failure
